T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
84,Belize,2016,"Seats held by women in national parliament, as of February (%)",2015-11,,3.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
84,Belize,2017,"Seats held by women in national parliament, as of February (%)",2015-11,,9.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
84,Belize,2018,"Seats held by women in national parliament, as of February (%)",2015-11,,9.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
84,Belize,2019,"Seats held by women in national parliament, as of February (%)",2015-11,,9.3800,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,1990,"Seats held by women in national parliament, as of February (%)",2015-04,,2.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2000,"Seats held by women in national parliament, as of February (%)",2015-04,,6.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2005,"Seats held by women in national parliament, as of February (%)",2015-04,,7.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2010,"Seats held by women in national parliament, as of February (%)",2015-04,,10.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2015,"Seats held by women in national parliament, as of February (%)",2015-04,,8.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2016,"Seats held by women in national parliament, as of February (%)",2015-04,,7.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2017,"Seats held by women in national parliament, as of February (%)",2015-04,,7.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2018,"Seats held by women in national parliament, as of February (%)",2015-04,,7.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
204,Benin,2019,"Seats held by women in national parliament, as of February (%)",2015-04,,7.2300,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,1990,"Seats held by women in national parliament, as of February (%)",2018-10,,2.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2000,"Seats held by women in national parliament, as of February (%)",2018-10,,2.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2005,"Seats held by women in national parliament, as of February (%)",2018-10,,9.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2010,"Seats held by women in national parliament, as of February (%)",2018-10,,8.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2015,"Seats held by women in national parliament, as of February (%)",2018-10,,8.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2016,"Seats held by women in national parliament, as of February (%)",2018-10,,8.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2017,"Seats held by women in national parliament, as of February (%)",2018-10,,8.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2018,"Seats held by women in national parliament, as of February (%)",2018-10,,8.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
64,Bhutan,2019,"Seats held by women in national parliament, as of February (%)",2018-10,,14.8900,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),1990,"Seats held by women in national parliament, as of February (%)",2014-10,,9.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2000,"Seats held by women in national parliament, as of February (%)",2014-10,,11.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2005,"Seats held by women in national parliament, as of February (%)",2014-10,,19.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2010,"Seats held by women in national parliament, as of February (%)",2014-10,,22.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2015,"Seats held by women in national parliament, as of February (%)",2014-10,,53.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2016,"Seats held by women in national parliament, as of February (%)",2014-10,,53.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2017,"Seats held by women in national parliament, as of February (%)",2014-10,,53.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2018,"Seats held by women in national parliament, as of February (%)",2014-10,,53.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
68,Bolivia (Plurin. State of),2019,"Seats held by women in national parliament, as of February (%)",2014-10,,53.0800,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
70,Bosnia and Herzegovina,2000,"Seats held by women in national parliament, as of February (%)",2018-10,,28.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
70,Bosnia and Herzegovina,2005,"Seats held by women in national parliament, as of February (%)",2018-10,,16.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Seats held by women in national parliament, as of February (%)",2018-10,,19.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Seats held by women in national parliament, as of February (%)",2018-10,,21.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Seats held by women in national parliament, as of February (%)",2018-10,,21.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
70,Bosnia and Herzegovina,2017,"Seats held by women in national parliament, as of February (%)",2018-10,,21.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
70,Bosnia and Herzegovina,2018,"Seats held by women in national parliament, as of February (%)",2018-10,,21.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
