[T25.],Index of Industrial Production,,,,,
250,France,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,84.8,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,84.1,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,84.1,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2007,98.5,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2008,100.9,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2009,97.1,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2010,103.7,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2011,97.4,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2012,99.1,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2013,100.5,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2014,94.2,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2007,97.8,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2008,98.6,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2009,101.5,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2010,99.3,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2011,101.9,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2012,107.6,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2013,110.7,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
250,France,Index of industrial production: Water and waste management (Index base: 2005=100),2014,108.2,"Excludes the Overseas Departments (French Guiana, Guadeloupe, Martinique, Mayotte and Réunion).","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
266,Gabon,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,112.0,The indices are based on ISIC Rev. 3.;Country data supplemented with data from the Observatoire Economique et Statistique d’Afrique Subsaharienne (Afristat).;Data refers to manufacturing and utilities only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
