[T12.],Intentional homicides and other crimes,,,,,
68,Bolivia (Plurin. State of),2008,"Theft at the national level, rate per 100,000 population",50.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2008,"Robbery at the national level, rate per 100,000 population",137.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2008,"Total Sexual Violence at the national level, rate per 100,000",26.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2010,"Intentional homicide rates per 100,000",12.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2010,"Assault rate per 100,000 population",85.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2010,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2010,"Theft at the national level, rate per 100,000 population",50.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2010,"Robbery at the national level, rate per 100,000 population",125.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2010,"Total Sexual Violence at the national level, rate per 100,000",39.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2012,"Intentional homicide rates per 100,000",11.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2012,"Assault rate per 100,000 population",72.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2012,"Kidnapping at the national level, rate per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2012,"Theft at the national level, rate per 100,000 population",50.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2012,"Robbery at the national level, rate per 100,000 population",140.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2012,"Total Sexual Violence at the national level, rate per 100,000",47.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2016,"Intentional homicide rates per 100,000",6.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2016,"Percentage of male and female intentional homicide victims, Male",8.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2016,"Percentage of male and female intentional homicide victims, Female",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2016,"Assault rate per 100,000 population",74.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
68,Bolivia (Plurin. State of),2016,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2002,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2002,"Percentage of male and female intentional homicide victims, Male",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2002,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2005,"Intentional homicide rates per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2005,"Assault rate per 100,000 population",36.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2005,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2005,"Theft at the national level, rate per 100,000 population",487.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2005,"Robbery at the national level, rate per 100,000 population",20.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2008,"Intentional homicide rates per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2008,"Assault rate per 100,000 population",39.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2008,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2008,"Theft at the national level, rate per 100,000 population",171.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2008,"Robbery at the national level, rate per 100,000 population",19.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2008,"Total Sexual Violence at the national level, rate per 100,000",4.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Intentional homicide rates per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Percentage of male and female intentional homicide victims, Male",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Assault rate per 100,000 population",13.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Theft at the national level, rate per 100,000 population",305.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2010,"Total Sexual Violence at the national level, rate per 100,000",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Intentional homicide rates per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Percentage of male and female intentional homicide victims, Male",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Percentage of male and female intentional homicide victims, Female",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Assault rate per 100,000 population",28.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Theft at the national level, rate per 100,000 population",137.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2015,"Total Sexual Violence at the national level, rate per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Intentional homicide rates per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Percentage of male and female intentional homicide victims, Male",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Assault rate per 100,000 population",28.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Theft at the national level, rate per 100,000 population",127.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
70,Bosnia and Herzegovina,2016,"Robbery at the national level, rate per 100,000 population",28.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
72,Botswana,2005,"Intentional homicide rates per 100,000",15.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
72,Botswana,2010,"Intentional homicide rates per 100,000",15.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
72,Botswana,2010,"Percentage of male and female intentional homicide victims, Male",27.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
72,Botswana,2010,"Percentage of male and female intentional homicide victims, Female",2.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
