T19,Consumer Price Index,,,,,
203,Czechia,2014,Consumer price index: General,107.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2015,Consumer price index: General,107.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2016,Consumer price index: General,108.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2017,Consumer price index: General,110.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,1995,Consumer price index: Food,77,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2005,Consumer price index: Food,89.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2014,Consumer price index: Food,119.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2015,Consumer price index: Food,118.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2016,Consumer price index: Food,117.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2017,Consumer price index: Food,123.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,1995,Consumer price index: General,0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2005,Consumer price index: General,58.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2014,Consumer price index: General,129.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2015,Consumer price index: General,130.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2016,Consumer price index: General,133.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2014,Consumer price index: Food,121,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2015,Consumer price index: Food,122,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
180,Dem. Rep. of the Congo,2016,Consumer price index: Food,125.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,1995,Consumer price index: General,72.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2005,Consumer price index: General,90,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2014,Consumer price index: General,106.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2015,Consumer price index: General,107.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2016,Consumer price index: General,107.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2017,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2005,Consumer price index: Food,86.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2014,Consumer price index: Food,107.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2015,Consumer price index: Food,109.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2016,Consumer price index: Food,109.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
208,Denmark,2017,Consumer price index: Food,112.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
262,Djibouti,2005,Consumer price index: General,77.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
262,Djibouti,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
262,Djibouti,2014,Consumer price index: General,113.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
262,Djibouti,2015,Consumer price index: General,112.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
262,Djibouti,2016,Consumer price index: General,115.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
262,Djibouti,2017,Consumer price index: General,116.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,1995,Consumer price index: General,74.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2005,Consumer price index: General,86,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2014,Consumer price index: General,103.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2015,Consumer price index: General,102.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2016,Consumer price index: General,102.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2017,Consumer price index: General,103.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2014,Consumer price index: Food,110.1,Estimate.;Index base: June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2015,Consumer price index: Food,110.9,Estimate.;Index base: June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2016,Consumer price index: Food,110.9,Estimate.;Index base: June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
212,Dominica,2017,Consumer price index: Food,111.1,Estimate.;Index base: June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
214,Dominican Republic,1995,Consumer price index: General,23.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
214,Dominican Republic,2005,Consumer price index: General,73.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
214,Dominican Republic,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
214,Dominican Republic,2014,Consumer price index: General,121.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
214,Dominican Republic,2015,Consumer price index: General,122.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
