T03,Population and rates of growth in urban areas and capital cities,,,,,,,
Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source
24,Angola,2005,Urban population (percent),,,56.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2005,Urban population (percent growth rate per annum),,,5.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2005,Rural population (percent growth rate per annum),,,0.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2005,Capital city population (thousands),Luanda,,"3,872",Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2005,Capital city population (as a percentage of total population),Luanda,,19.8,Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2005,Capital city population (as a percentage of total urban population),Luanda,,35.4,Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2010,Urban population (percent),,,59.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2010,Urban population (percent growth rate per annum),,,4.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2010,Rural population (percent growth rate per annum),,,1.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2010,Capital city population (thousands),Luanda,,"5,300",Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2010,Capital city population (as a percentage of total population),Luanda,,22.7,Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2010,Capital city population (as a percentage of total urban population),Luanda,,37.9,Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2015,Urban population (percent),,,63.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2015,Urban population (percent growth rate per annum),,,4.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2015,Rural population (percent growth rate per annum),,,1.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2015,Capital city population (thousands),Luanda,,"7,023",Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2015,Capital city population (as a percentage of total population),Luanda,,25.2,Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2015,Capital city population (as a percentage of total urban population),Luanda,,39.7,Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2018,Urban population (percent),,,65.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
24,Angola,2018,Capital city population (thousands),Luanda,,"7,774",Refers to the urban population of the province of Luanda.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2005,Urban population (percent),,,100.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2005,Urban population (percent growth rate per annum),,,2.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2005,Rural population (percent growth rate per annum),,,0.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2010,Urban population (percent),,,100.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2010,Urban population (percent growth rate per annum),,,1.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2010,Rural population (percent growth rate per annum),,,0.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2015,Urban population (percent),,,100.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2015,Urban population (percent growth rate per annum),,,1.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2015,Rural population (percent growth rate per annum),,,0.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2018,Urban population (percent),,,100.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
660,Anguilla,2018,Capital city population (thousands),The Valley,,1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
28,Antigua and Barbuda,2005,Urban population (percent),,,29.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
28,Antigua and Barbuda,2005,Urban population (percent growth rate per annum),,,-0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
28,Antigua and Barbuda,2005,Rural population (percent growth rate per annum),,,2.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
28,Antigua and Barbuda,2010,Urban population (percent),,,26.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
